,Title,Content
847,सर्दियों में बच्चों की डाइट में इन चीज़ों को शामिल कर उन्हें रखें हेल्दी,बच्चों को अगर बीमारियों से महफूज रखना चाहती हैं तो उनकी डाइट में इन सुपर फूड्स को शामिल करें जो शारीरिक तौर पर उन्हें मजबूत बनाने का काम करते हैं जिससे वो कई खतरनाक बीमारियों से बचे रहते हैं।
848,"SSC CHSL 2020: टियर 1 परीक्षा परिणाम कर्मचारी चयन आयोग ने संशोधित किया, अब ये उम्मीदवार भी देंगे टियर 2",आयोग द्वारा सोमवार 3 जनवरी 2022 को जारी नोटिस के अनुसार 156 उम्मीदवारों के नतीजों को संशोधित किया गया है और इसके आधार पर इन उम्मीदवारों को भी अगले चरण यानि टियर 2 में सम्मिलित होने के लिए उत्तीर्ण घोषित किया गया है।
849,"करण जौहर ने यश और रूही स्टाइल में विश किया न्यू ईयर, देखें वीडियो",बॉलीवुड के मशहूर फिल्म निर्माता करण जौहर अपनी एक्टिविटी के चलते सोशल मीडिया पर चर्चा में रहते हैं। अब उन्होंने सोमवार को अपने इंस्टाग्राम हैंडल पर एक वीडियो शेयर किया है जिसमें यश और रूही न्यू ईयर विश कर रहे हैं।
850,"BOX OFFICE पर 2022 का पहला शतक जड़ने वाले हैं रणवीर सिंह, 10 दिनों बाद इतना हुआ 83 का कलेक्शन","शाहिद कपूर की फिल्म जरसी की रिलीज पोस्टपोन होने का फायदा दूसरी फिल्मों के साथ 83 को भी मिला है क्योंकि नई फिल्म ना आने की वजह से स्क्रींस की संख्या में कटौती नहीं हुई। 83 को बॉक्स ऑफिस पर मिली यह राहत अगले हफ्ते में भी जारी र...
								"
851,"Human Web Series: 'ऐसे किरदार के बारे में कभी ना सुना ना जाना', अपने कैरेक्टर पर बोलीं शेफाली शाह","ह्यूमन की कहानी एक बैन के ह्यूमन ट्रायल के इर्द-गिर्द घूमती है। डॉ. सायरा सभरवाल को दिग्गज डॉक्टर गौरी नाथ के साथ भोपाल के एक नामी अस्पताल में ड्रीम जॉब मिल जाती है। गौरी की सरपरस्ती में सायरा आगे बढ़ती है और दोनों के बीच रिश...
								"
852,"प्रेग्नेंसी की घोषणा के बाद पहली बार स्पॉट हुईं काजल अग्रवाल, फ्लॉन्ट किया बेबी बंप","बॉलीवुड और साउथ सिनेमा की मशहूर अभिनेत्री काजल अग्रवाल इस साल मां बनने वाली हैं। हाल ही में उनके बिजनेसमैन पति गौतम किचलू ने सोशल मीडिया के जरिए इस बात की जानकारी दी। जिसके बाद से काजल अग्रवाल के फैंस उनके बेबी को लेकर काफी ए...
								"
853,"तीसरे वीकेंड में घटने के बजाए बढ़े 'पुष्पा- द राइज' के कलेक्शंस, 17 दिनों में वर्ल्डवाइड 300 करोड़ के पार",नये साल की छुट्टियां जश्न का माहौल और किसी नई रिलीज की कमी के चलते पुष्पा के कलेक्शंस में उछाल आया। हिंदी बेल्ट में पुष्पा को जिस तरह की कामयाबी हासिल हुई है रिलीज से पहले इसका अंदाजा ट्रेड को भी नहीं था।
854,"साल बदल गया, उर्फी जावेद नहीं! इस बार पहनी ऐसी ड्रेस, ट्रोल्स ने कहा- चूहों ने बड़े कट लगाकर किया डिजाइन","पिछले साल उर्फी ने अपने स्टाइल स्टेटमेंट से कभी दिलों को धड़काया तो कभी दिलों को तोड़ा भी। अपनी अजीबो-गरीब ड्रेसेज और कपड़ों के लिए वो सोशल मीडिया में खूब ट्रोल भी होती रहीं मगर वो उर्फी ही क्या जो ट्रोल्स की परवाह करके अपने ...
								"
855,"वेटरन एक्टर प्रेम चोपड़ा और पत्नी का कोविड-19 टेस्ट पॉजिटिव, मुंबई के अस्पताल में भर्ती",कोरोना वायरस काफी तेजी से अपने पैर पसार रहा है। एकता कपूर के बाद अब दिग्गज अभिनेता प्रेम चोपड़ा और उनकी पत्नी उमा चोपड़ा का कोरोना टेस्ट पॉजिटिव आया है। दोनों को मुंबई के एक अस्पताल में भर्ती कराया गया है। 
856,"'अम्मा' को याद कर भावुक हुईं हेमा मालिनी, शेयर कीं फैमिली एल्बम से 18 दुर्लभ तस्वीरें, सास संग दिखे धर्मेंद्र","Hema Malini UNSEEN Photos कई दशक पुरानी तस्वीरों में हेमा मालिनी अपनी मां के साथ नजर आ रही हैं। किसी तस्वीर में वो फिल्म के सेट पर हैं तो किसी तस्वीर में परिवार के साथ। तस्वीरों में धर्मेंद्र और बेटियां एशा देओल और आहना देओल ...
								"
857,"GATE 2022: अब 7 जनवरी को जारी होंगे गेट 2022 एडमिट कार्ड, आइआइटी खड़गपुर ने जारी किया अपडेट","GATE 2022 परीक्षा खी तैयारी में जुटे उम्मीदवारों के लिए महत्वपूर्ण अलर्ट। आइआइटी खड़गपुर द्वारा गेट एडमिट कार्ड आज यानि 3 जनवरी को जारी नहीं किया जाएगा। संस्थान द्वारा आज जारी अपडेट के अनुसार गेट एडमिट कार्ड 2022 डाउनलोड लिंक...
								"
858,2022 में हुंडई और किआ नए इलेक्ट्रिक व्हीकल्स लॉन्च कर EV युग को देंगे बढ़ावा,"2022 में ऑटो इंडस्ट्री का पूरा ध्यान ज्यादा से ज्यादा इलेक्ट्रिक वाहनों को बाजार में उतारने का है।हुंडई मोटर ग्रुप और किआ समेत कई कार निर्माता कंपनियां अपने नए इलेक्ट्रिक वाहनों को 2022 में लॉन्च करने की तैयारी कर रही हैं जिस...
								"
859,एक ट्वीट से Tesla ऑटोपायलट के हेड कैसे बने भारत के अशोक? एलन मस्क ने किया खुलासा,"टेस्ला के फाउंडर और सीईओ एलन मस्क ने खुलासा किया है कि उनकी इलेक्ट्रिक व्हीकल कंपनी की ऑटोपायलट टीम के लिए भर्ती किया गया पहला कर्मचारी भारतीय मूल का था। उन्होंने बताया कि अशोक एल्लूस्वामी मेरे ट्वीट से भर्ती होने वाले पहले व...
								"
860,"SBI Mutual Fund ने लॉन्च किया नया म्यूचुअल फंड, जानें आपके लिए इसमें क्या है खास","एसबीआई म्यूचुअल फंड ने सोमवार को एसबीआई सीपीएसई बॉन्ड प्लस एसडीएल सितंबर 2026 5050 इंडेक्स फंड लॉन्च करने का ऐलान किया जो निफ्टी सीपीएसई बॉन्ड प्लस एसडीएल सितंबर 2026 5050 इंडेक्स के घटकों में निवेश करने वाला एक ओपन-एंडेड टार...
								"
861,"2022 में हुंडई और किआ को बिक्री में उछाल की उम्मीद, 12 फीसद तक बढ़ सकती है संयुक्त वैश्विक बिक्री",दिग्गज कार निर्माता कंपनी हुंडई और किआ को 2022 में ऑटो बिक्री में उछाल की उम्मीद है। हुंडई कंपनी ने एक बयान में कहा कि 2022 में 12.1 फीसदी संयुक्त वैश्विक बिक्री बढ़ जाएगी।हालांकि चिप की कमी सहित आपूर्ति की काफी समस्याएं हैं।
862,"आधार कार्ड अपडेट: आधार में कैसे बदलें फोटो, जानिए ये आसान तरीका",Unique Identity Authority of India 12 (UIDAI) अंकों की पहचान संख्या आधार जारी करता है। UIDAI के अनुसार अगर गलत बायोमेट्रिक कैप्चर या नामांकन के दौरान मिले खराब बायोमेट्रिक गुणवत्ता के कारण आधार प्रमाणीकरण फेल हो जाता है
863,"Tesla के लिए अच्छा रहा 2021, ग्लोबल लेवल पर की रिकॉर्ड 10 लाख वाहनों की डिलीवरी","टेस्ला ने 2021 में रिकॉर्ड 936172 वाहनों की डिलीवरी की है जो 2020 में टेस्ला द्वारा की गई 499550 वाहन डिलीवरी की तुलना में 87 प्रतिशत अधिक है। टेस्ला अपनी ऑटोपायलट और इलेक्ट्रिक गाड़ियों के लिए पूरे विश्व में मशहूर है।
"
864,"Money Making Tips: खाली पड़ी छत से भी कर सकते हैं लाखों की कमाई, जानें ये शानदार 3 तरीके",अगर किसी शहर में आपका अपना घर या कोई ऐसी बिल्डिंग है जिसकी छत खाली पड़ी है तो आप उसे अपने सोर्स ऑफ इनकम के तौर पर इस्तेमाल कर सकते हैं। जी हां आप अपनी खाली पड़ी छत से पैसा कमा सकते हैं।
865,"Indian Railways: रेलवे ने 2020-21 में तत्काल और प्रीमियम तत्काल टिकटों से कमाए सैकड़ों करोड़ रुपये, RTI से हुआ खुलासा","साल 2020-2021 के बीच भारत ने कोरोना वायरस के कारण काफी बुरा समय देखा। इस दौरान काफी समय तक रेलवे को बंद भी रखा गया। लेकिन इसके बावजूद इस दौरान रेलवे ने तत्काल और प्रीमियम तत्काल टिकटों तथा डायनामिक किराये से सैकड़ों करोड़ रुप...
								"
866,"क्‍या देश में आ चुकी है कोरोना की तीसरी लहर, जानें कोविड टास्क फोर्स के प्रमुख एनके अरोड़ा ने क्‍या कहा",कोविड टास्क फोर्स के प्रमुख एनके अरोड़ा ने कहा कि महानगरों में कोरोना के कुल मामलों में 75 फीसद केस ओमिक्रोन के आ रहे हैं। इससे जाहिर होता है कि देश के बड़े शहरों में स्पष्ट तौर पर कोविड-19 की तीसरी लहर आ चुकी है।  
867,"साइबर अपराध पर केंद्र सख्त,  रिलीज हुआ मैैनुअल व  न्यूजलेटर - 'साइबर प्रवाह'",देश में साइबर अपराधों की रोकथाम और ग्रामीण क्षेत्रों औद्योगिक निकायों और आम जनता में साइबर स्वच्छता को विकसित करने के लिए एक केंद्रित जागरूकता अभियान के तहत केंद्रीय गृह सचिव ने मैनुअल व न्यूजलेटर जारी किया है। 
868,"भारतीय नौसेना के रिटायर्ड वाइस एडमिरल एसएच शर्मा का निधन, 1 Dec को मनाया था सौवां जन्मदिन",1971 के भारत पाक युद्ध में नौसेना की ईस्टर्न फ्लीट के फ्लैग आफिसर कमांडिंग एस एच शर्मा का ओडिशा के भुवनेश्वर में निधन हो गया। उनके निधन पर ओडिशा के मुख्यमंत्री नवीन पटनायक ने ट्वीट कर शोक जताया।
869,"Air Pollution: बहुत खराब श्रेणी में है दिल्ली की आबोहवा, आज का AQI 369 - SAFAR",दिवाली के समय हवा में प्रदूषण की शुरुआत हो जाती है जिससे दिल्ली-एनसीआर सबसे अधिक प्रभावित होता है। लेकिन अब जनवरी माह में भी दिल्ली की हवा में प्रदूषण बरकरार है। सफर इंडिया के मुताबिक आज का AQI 369 मापा गया है। 
870,"WFH: गर्भवती व दिव्यांग स्टाफ घर से करें काम, जानें केंद्रीय कर्मियों के लिए क्या हैं आदेश","Work From Home बढ़ते कोरोना संक्रमण  को देखते हुए केंद्र सरकार की ओर से एहतियातन अपने स्टाफ के लिए आदेश जारी किया गया है। दरअसल महाराष्ट्र दिल्ली और बंगाल समेत देश के कई राज्यों में कोरोना संक्रमण के मामले तेजी से बढ़ने लगे ह...
								"
871,न्यूयार्क अटार्नी जनरल ने ट्रंप और इवांका को किया समन,पूर्व राष्ट्रपति ट्रंप उनके पुत्र डोनाल्ड ट्रंप जूनियर और उनकी पुत्री इवांका ट्रंप को समन जारी किए गए हैं। इन्हें ट्रंप और उनकी कंपनी के स्वामित्व व संचालन वाली संपत्तियों के मूल्यांकन की जांच को लेकर जारी किया गया है। 
872,"पाकिस्तानी पीएम इमरान ने 2019 में 98 लाख रुपये टैक्स भरा, महंगाई सातवें आसमान  पर",पिछले 21 माह में पाकिस्तान की महंगाई इस वक्त सबसे अधिक हो गई है। इसकी वजह तेल की कीमतों का बढ़ना बताया जा रहा है। इससे खाने-पीने की चीजों में बेतहाशा तेजी दर्ज की गई है जो आम लोगों की पहुंच से दूर होती जा रही हैं।
873,कोरोना की तीसरी लहर की आशंका से टल सकती है जनगणना, 2020-21 में होने वाली जनगणना कोविड महामारी के कारण टल गई थी लेकिन अभी भी इसके होने की संभावना नहीं दिख रही है क्योंकि बढ़ते कोरोना संक्रमण के मामलों से तीसरे लहर की आशंका बलवती होती जा रही है। 
874,"Samsung-Xiaomi छूट गए पीछे, ये बना दुनिया का फास्टेस्ट ग्रोइंग 5G स्मार्टफोन ब्रांड","5G एंड्राइड स्मार्टफोन के मामले में रियलमी सबसे बड़ा ब्रांड बनकर उभरा है। Realme साल 2021 की तीसरी तिमाही के दौरान पिछले साल के मुकाबले रिकॉर्ड 831 फीसदी ग्रोथ रेट से बढ़ने वाला स्मार्टफोन ब्रांड रहा है। इसका खुलासा Counterpo...
								"
875,"OnePlus 9RT की लॉन्चिंग कंफर्म, इन दिन भारत में देगा दस्तक, यहां जानें संभावित स्पेसिफिकेशन्स","OnePlus 9RT और OnePlus Buds Z2 को पहले ही लाइव कर दिया गया है। इन दोनों डिवाइस को एक वर्चुअल इवेंट में लॉन्च किया जाएगा। यह इवेंट 14 जनवरी की शाम 5 बजे होगा। इस लाइव स्ट्रीमिंग को वनप्लस के ऑफिशियल यूट्यूब चैनल पर देखा जा सके...
								"
876,कोरोना के मामले बढ़ने पर सरकार ने बायोमीट्रिक उपस्थिति को किया गया निलंबित,"देश में कोरोना और ओमिक्रोन वैरिएंट के मामले बढ़ रहे हैं। ऐसे में केंद्रीय मंत्री डा. जितेंद्र सिंह ने कहा है कि कोविड-19 के बढ़ते मामलों को देखते हुए सरकारी अधिकारियों एवं कर्मचारियों की बायोमीट्रिक उपस्थिति को तत्काल प्रभाव ...
								"
877,"मुंबई में BMC ने सीलिंग के लिए जारी की नई गाइडलाइन, ऐसा होने पर सील होगी पूरी बिल्डिंग","देश में कोरोना और ओमिक्रोन वैरिएंट के मामले तेजी से बढ़ रहे हैं। खासकर महाराष्ट्र में कोरोना और ओमिक्रोन के मामलों में फिर तेजी आई है। ऐसे में मुंबई की बृहन्मुंबई नगर निगम (बीएमसी) ने सीलिंग के लिए नए दिशा-निर्देश जारी किया ह...
								"
878,"India China Tension: चीन ने एलएसी पर 60 हजार सैनिकों को किया तैनात, भारतीय सेना भी अलर्ट पर","सूत्रों ने कहा कि दौलत बेग ओल्डी क्षेत्र के सामने और पैंगोंग झील क्षेत्र के पास नई सड़कें बनाई जा रही हैं। सूत्रों ने आगे कहा कि भारतीय पक्ष ने भी चीनी पक्ष की ओर से किसी भी संभावित दुस्साहस को सुनिश्चित करने के लिए बहुत मजबू...
								"
879,"सुप्रीम कोर्ट का बड़ा फैसला, प्रोन्नति अस्वीकार कर चुके कर्मियों को नहीं मिल सकता आर्थिक लाभ",जिन कर्मचारियों ने नियमित प्रोन्नति के प्रस्ताव को पूर्व में अस्वीकार किया है वे अब वेतनवृद्धि के लिए दावा करने के हकदार नहीं हैं। पूर्व में जिन्होंने प्रोन्नति पाई है वे उस प्रोन्नति के अनुसार आर्थिक लाभ पाने के हकदार हैं। 
880,"सामान्य संक्रमण बनने की राह पर है महामारी, जितनी तेजी से फैल रही लहर, उतनी ही तेजी से दिख रहा ढलान","टीकाकरण ने ओमिक्रोन के संक्रमण को गंभीर होने से रोकने में कारगर भूमिका निभाई है। संक्रमण के बहुत कम मामले ही गंभीर हो रहे हैं। अमेरिका के सेंटर्स फार डिजीज कंट्रोल एंड प्रिवेंशन ने संक्रमित लोगों के लिए क्वारंटाइन की अनिवार्य...
								"
881,Ind vs SA : भारत ने बनाए 202 रन तो वहीं साउथ अफ्रीका पहली पारी में अभी 167 रन पीछे,Ind vs SA 2nd Test Match Live भारतीय टीम ने जोहानसबर्ग टेस्ट मैच की पहली पारी में ज्यादा अच्छा प्रदर्शन नहीं किया और पूरी टीम महज 202 रन के स्कोर पर आल आउट हो गई। भारतीय कप्तान केएल राहुल ने सबसे ज्यादा 50 रन बनाए। 
882,"सुरक्षा अधिकारियों के साथ गृह मंत्री अमित शाह ने की हाई लेवल मीटिंग, देश की उभरती चुनौतियों पर हुई चर्चा","देश पर मौजूदा खतरे के परिदृश्य और उभरती सुरक्षा चुनौतियों की समीक्षा के लिए गृह मंत्री अमित शाह ने उच्च स्तरीय सुरक्षा बैठक की। गृह मंत्रालय ने कहा कि बैठक में केंद्रीय खुफिया एजेंसियों सीएपीएफ सशस्त्र बलों के खुफिया विंग राज...
								"
883,"देश में एक्सपायर्ड कोरोना वैक्सीन लगाए जाने का दावा, केंद्र सरकार ने  इसे 'झूठा और भ्रामक' बताया","सरकार की ओर से जारी विज्ञप्ति में कहा गया कि कुछ मीडिया रिपोर्ट्स में आरोप लगाया गया है कि भारत में राष्ट्रीय कोरोना टीकाकरण कार्यक्रम के तहत एक्सपायर्ड टीके लगाए जा रहे हैं। यह गलत और भ्रामक है और अधूरी जानकारी पर आधारित है।...
								"
884,नकली रेमडेसिविर की खरीद के आरोपित की याचिका पर सुनवाई करते हुए केंद्र व सरकार से मांगा जवाब,सुप्रीम कोर्ट ने सोमवार को कोविड-19 की दूसरी लहर के दौरान नकली रेमडेसिविर इंजेक्शन की खरीद के आरोपित की याचिका पर सुनवाई करते हुए केंद्र व मध्य प्रदेश सरकार से जवाब मांगा है। याचिकाकर्ता ने हिरासत आदेश को चुनौती दी है।
885,"उपग्रह बताएगा गन्ना खेती का कुल रकबा और खेतों में खड़ी फसल का वास्तविक आंकड़ा, वैश्विक तेजी पर टिकी चीनी उद्योग की नजर","चालू पेराई सीजन में चीनी उत्पादन की गति तेज हो गई है। चीनी उद्योग की नजर वैश्विक बाजार में निर्यात की संभावनाओं पर टिकी हुई है। चीनी उद्योग को अंतरराष्ट्रीय बाजार से अनुकूल रुख की प्रतीक्षा है। हालांकि 40 लाख टन चीनी निर्यात ...
								"
886,इनर लाइन परमिट के खिलाफ याचिका पर सुप्रीम कोर्ट से केंद्र और मणिपुर को नोटिस,याचिका में कहा गया है कि कानून (संशोधन) आदेश 2019 के माध्यम से यह प्रणाली लागू की गई है। इस आदेश से 140 वर्ष पुराने उपनिवेश कालीन कानून बंगाल ईस्टर्न फ्रंटियर रेग्यूलेशन 1873 (बीईएफआर) को विस्तार दिया गया। 
887,"नेपाल ने सीमा पर चीनी अतिक्रमण को लेकर साधी चुप्पी, उसके पांच जिलों की जमीन में ड्रैगन ने किया कब्जा",सात सदस्यीय समिति सदस्य जयनंदन आचार्य कहते हैं रिपोर्ट में हमने क्षेत्र के भौगोलिक व सामाजिक-सांस्कृतिक मुद्दों और वहां निर्मित भौतिक ढांचों को शामिल किया है। इसमें हमने स्थानीय लोगों से हुए संवाद का भी जिक्र किया है ।
888,"टाटा मोटर्स का जलवा, हुंडई को पछाड़ बनी देश की दूसरी बेस्टसेलर कार कंपनी","भारत की दिग्गज कार निर्माता कंपनी टाटा मोटर्स ने दिसंबर 2021 में भारत में दूसरी बेस्टसेलर कार कंपनी के रूप में जगह बनाई है। टाटा मोटर्स ने हुंडई को पछाड़कर खुद को दूसरे पायदान पर पहुंचा दिया है। वहीं पहले स्थान पर अभी भी मारु...
								"
889,"बिक्री में टाटा से पीछे होने पर Hyundai का बड़ा दावा, 2022 में SUV सेगमेंट में बनाए रखेगी बढ़त","बीते दिसंबर माह में दिग्गज कार निर्माता कंपनी हुंडई पैसेंजर व्हीकल्स सेगमेंट में बिक्री मामले में टाटा से पीछे हो गई जिसके बाद कंपनी ने एक बड़ा दावा किया है। कंपनी ने कहा कि वह 2022 में अपनी एसयूवी के बदौलत मार्केट में बढ़त ब...
								"
890,"टाटा की बंपर बिक्री, Hyundai और मारुति सुजुकी को लगा झटका","दिग्गज कार निर्माता कंपनी मारुति सुजुकी और हुंडई की थोक बिक्री में बीते दिसंबर माह में भारी गिरावट आई है। वहीं रिपोर्ट की माने तो दूसरी ओर टाटा मोटर्स और महिंद्रा एंड महिंद्रा के लिए दिसंबर बहुत अच्छा साबित हुआ। इन दोनों कंपन...
								"
891,"New Year 2022: भारत में इस साल लॉन्च होने को तैयार ये धांसू इलेक्ट्रिक बाइक्स, जानें खासियत","कई वाहन निर्माता कम्पनियां इस साल मार्केट में लांच करने जा रही है इलेक्ट्रिक बाइक्स अगर आप भी नई इलेक्ट्रिक बाइक्स खरीदना चाहते हैं तो आइये जानते है इस वर्ष लांच होने वाली इलेक्ट्रिक बाइक्स और उनके फ़ीचर्स के बारे में।

"
892,"देश का पहला ऑटो ETF लॉन्च, 1 हजार रुपये से कर सकते हैं निवेश","दरअसल मैक्रो एक्टिविटीज और अर्थव्यवस्था के खुलने से मजबूत रिकवरी हो रही है। इस वजह से इसमें डिमांड दिख रही है। इसे ICICI प्रूडेंशियल निफ्टी ऑटो ETF नाम दिया गया है। इसका उद्देश्य ऑटो कंपनियों के शेयर्स में निवेश कर रिटर्न देन...
								"
893,फिनो पेमेंट्स बैंक को आरबीआई से मिली अंतरराष्ट्रीय रेमटेंस कारोबार शुरू करने की अनुमति,फिनो पेमेंट्स बैंक के चीफ ऑपरेटिंग ऑफिसर मेजर आशीष अहूजा ने कहा प्रोडक्ट्स में लगातार नवाचार हमारे मॉडल के बुनियादी स्तंभों में से एक है। अंतरराष्ट्रीय रेमटेंस से ट्रांजैक्शन आधारित हमारी सेवाओं का और अधिक विस्तार हो जाता है।
894,"Pension: पेंशन लेने वालों के लिए खुशखबरी, लेकिन 28 फरवरी से पहले नहीं किया ये जरूरी काम तो होगा नुकसान","जिन पेंशनधारकों ने अभी तक अपना जीवन प्रमाण पत्र (Jeevab Pramaan Patra) संबंधित विभाग में दाखिल नहीं किया है उनके लिए अच्छी खबर है। ऐसे लोगों के लिए सरकार ने जीवन प्रमाण पत्र (Life Certificate) दाखिल करने की आखिरी तारीख को आगे...
								"
895,New Rules 2022: ये 6 नये नियम जानने हैं बहुत जरूरी! अभी हुए हैं लागू,"देश में एटीएम से पैसा निकालने (ATM Withdrawal) इंडिया पोस्ट पेमेंट्स बैंक में पैसा जमा करने बैंक लॉकर (Bank Locker) बैंक केवाईसी (Bank KYC) और GST सहित कई क्षेत्रों के नियमों में बदलाव हुए हैं। यह बदलाव जनवरी 2022 से लागू हो ...
								"
896,"Gold Price: ऑल टाइम हाई से करीब 8000 रुपये सस्ता हुआ सोना, चांदी 18000 रुपये सस्ती, जानें अभी के दाम",साल 2021 सोना और चांदी के लिए काफी उतार चढ़ाव वाला साल रहा है। हालांकि इस साल सोना और चांदी दोनों के ही भाव ने आम लोगों को राहत दी। साल 2021 में सोने के भाव में बीते 6 साल की सबसे बड़ी गिरावट (4 फीसदी) दर्ज की गई।
897,"अब हमाम में अफगानी महिलाओं का प्रवेश वर्जित, अफगानिस्तान के पुराने चलन पर तालिबान ने लगाई रोक",खामा प्रेस की रिपोर्ट के अनुसार अफगानिस्तान के तालिबानी शासन ने अफगानी महिलाओं पर सार्वजनिक स्नान गृहों में जाना पूरी तरह से निषिद्ध कर दिया है। तालिबान के मुताबिक धार्मिक विद्वानों ने एकमत होकर यह फैसला लिया है।
898,Fact Check: तेज प्रताप के साथ अखिलेश यादव की एडिटेड फोटो हुई वायरल,सोशल मीडिया पर एक स्क्रीनशॉट शेयर किया जा रहा है। इसमें सपा अध्यक्ष अखिलेश यादव और राजद नेता एवं लालू यादव के बेटे तेज प्रताप यादव की फोटो है। इसमें अखिलेश यादव के हाथ में रिंच दिखाई पड़ रहा है। 
899,इन दो भारतीय बल्लेबाजों को अपना टेस्ट करियर बचाने के लिए सिर्फ एक पारी बची है- सुनील गावस्कर,सुनील गावस्कर ने कहा कि रहाणे और पुजारा पर पहले ही काफी दवाब था लेकिन अब पहली पारी में इस तरह से आउट होने के बाद उन दोनों पर काफी दवाब बढ़ गया है। अब इन दोनों के पास अपना टेस्ट करियर बचाने के लिए सिर्फ एक पारी बचती है।
900,"Gold Price on 3 January 2022: सोने की कीमत में गिरावट, चांदी की चमक भी पड़ी फीकी",पिछले कारोबारी सत्र में यह 61406 रुपये प्रति किलोग्राम पर बंद हुई थी। अंतरराष्ट्रीय बाजार में सोना गिरावट के रुख के साथ 1823 डॉलर प्रति औंस पर कारोबार कर रहा था जबकि चांदी 23.11 डॉलर प्रति औंस पर लगभग अपरिवर्तित रही।
901,"पाकिस्तानियों के लिए खत्म हुई कोरोना महामारी, सर्वे में हुआ खुलासा, जानें क्या है इसकी वजह","मार्केट रिसर्च कंपनी द्वारा कोरोना महामारी को लेकर किए गए सर्वे से पता चला है कि अधिकतर पाकिस्तानियों का मानना है कि कोरोना महामारी खत्म हो गई है। सर्वे में भाग लेने वाले कम से कम 14 प्रतिशत लोगों का मानना है कि कोरोना महामार...
								"
902,"राष्‍ट्रपति ने विभिन्‍न उच्च न्यायालयों में न्यायाधीशों की नियुक्ति को मंजूरी दी, जानें किन हाईकोर्टों को मिले नए जज","राष्‍ट्रपति रामनाथ कोविंद (President Ram Nath Kovind) ने मुख्‍य न्‍यायाधीश एनवी रमणा से परामर्श के बाद देश के विभिन्‍न उच्च न्यायालयों में कुछ न्यायाधीशों और अतिरिक्त न्यायाधीशों की नियुक्ति‍ को मंजूरी दे दी है। जानें किन हाई...
								"
903,"मुंबई से गोवा जा रहे कार्डेलिया क्रूज के 66 यात्री हुए कोरोना पाजिटिव, 2000 से अधिक लोग थे सवार",सबसे पहले कार्डेलिया क्रूज चालक दल का एक सदस्य कोरोना संक्रमित हुआ था जो जहाज पर 2000 से अधिक लोगों के साथ गोवा के लिए मुंबई से रवाना हुआ था। क्रू मेंबर को जहाज में ही सबसे पहले आइसोलेट कर दिया गया और फिर सबकी जांच की गई।
904,"रुस में COVID-19 मामलों में भारी उछाल, पिछले 24 घंटों में 16,343 नए मामले किए गए दर्ज","वैश्विक महामारी कोरोना वायरस से पूरी दुनिया लड़ रही है। वायरस का सक्रमण दिन-ब-दिन गहराता जा रहा है। वहीं रुस में कोरोना वायरस अपने चरम पर है। संघीय प्रतिक्रिया केंद्र ने सोमवार को रूस में पिछले 24 घंटों में COVID-19 के 16343 न...
								"
